Label,Collected Date,pH,TKP (mg P/L),TKN (mg N/L),16S,mcyA.M,mcyA.A,mcyA.P,year
7-21300003,2019-07-02 00:00:00,8.11,0.014,0.441,452466.936546126,16025.8889255286,0,0,2019
8-21300003,2019-07-10 00:00:00,8.15,-0.011,0.521,5000566.98776063,0,0,0,2019
9-21300003,2019-07-17 00:00:00,8.19,-0.044,0.607,4056313.01907323,161447.291962841,0,0,2019
10-21300003,2019-07-24 00:00:00,8.35,0.295,0.774,13544367.7779823,177326.529644376,0,0,2019
11-21300003,2019-07-31 00:00:00,8.1,0.181,1.383,10474675.9714735,761645.55804544,0,0,2019
12-21300003,2019-08-07 00:00:00,8.2,0.08,0.833,3033694.17587766,363738.582930852,0,0,2019
14-21300003,2019-08-21 00:00:00,8.3,0.04,0.608,521377.574024198,0,0,0,2019
15-21300003,2019-08-28 00:00:00,8.3,-0.502,0.494,1502384.96941677,0,0,0,2019
13-21300003,2019-08-14 00:00:00,8.01,-0.023,0.751,397752.463038087,0,0,0,2019
6-21860001,2019-06-25 00:00:00,8.02,0.21,0.271,2123414.82576034,0,0,0,2019
7-21860001,2019-07-01 00:00:00,8.21,-0.05,0.471,1871300.00291387,0,0,0,2019
8-21860001,2019-07-09 00:00:00,8.41,0.067,1.41,534410.05790604,0,0,0,2019
9-21860001,2019-07-16 00:00:00,7.92,-0.023,1.011,5249318.51420235,0,0,0,2019
10-21860001,2019-07-23 00:00:00,8.32,0.299,1.562,9291648.6181222,0,0,0,2019
11-21860001,2019-07-30 00:00:00,8.5,0.308,2.699,1258385.33886593,0,0,0,2019
12-21860001,2019-08-06 00:00:00,9.12,0.213,2.658,6792165.56393175,810610.699484376,0,0,2019
14-21860001,2019-08-20 00:00:00,8.19,0.34,2.316,1318050.64250964,0,0,0,2019
15-21860001,2019-08-27 00:00:00,8.19,-0.277,2.773,2552206.76169568,53758.5766817532,0,0,2019
13-21860001,2019-08-13 00:00:00,8.52,0.181,2.786,800430.804795698,0,0,0,2019
6-21690001,2019-06-26 00:00:00,9.05,0.124,0.338,1702953.88836693,126765.14358287,0,0,2019
7-21690001,2019-07-02 00:00:00,9.68,0.052,0.425,278948.906345659,25928.5310527626,0,0,2019
8-21690001,2019-07-10 00:00:00,8.9,0.063,0.856,1706779.75128835,51651.4013289226,0,0,2019
9-21690001,2019-07-17 00:00:00,8.71,-0.041,0.699,2517949.9604507,74181.2366839089,0,0,2019
10-21690001,NA,NA,NA,NA,NA,NA,NA,NA,2019
11-21690001,NA,NA,NA,NA,NA,NA,NA,NA,2019
12-21690001,NA,NA,NA,NA,NA,NA,NA,NA,2019
14-21690001,NA,NA,NA,NA,NA,NA,NA,NA,2019
15-21690001,NA,NA,NA,NA,NA,NA,NA,NA,2019
13-21690001,NA,NA,NA,NA,NA,NA,NA,NA,2019
1-21280001,2020-05-19 12:30:00,8.28,0.19,0.57399999999999995,7330689.88239963,0,0,0,2020
2-21280001,2020-05-26 10:15:00,8.66,5.1999999999999998E-2,0.42699999999999999,20584751.587453,0,0,0,2020
3-21280001,2020-06-02 10:35:00,8.33,0.14000000000000001,0.216,26084855.5928858,0,0,0,2020
4-21280001,2020-06-09 10:00:00,8.14,0.309,-0.1,5166165.16774795,0,0,0,2020
5-21280001,2020-06-16 11:00:00,7.94,0.16500000000000001,0.438,9275713.05737109,0,0,0,2020
6-21280001,2020-06-23 10:00:00,7.5,0.41299999999999998,1.127,2314562.84511392,0,0,0,2020
7-21280001,2020-06-30 10:15:00,8.08,0.56100000000000005,-1.6E-2,13871910.9043948,0,0,0,2020
8-21280001,2020-07-06 10:00:00,8.17,0.27900000000000003,0.625,2844838.97804624,0,0,0,2020
9-21280001,2020-07-13 10:15:00,8.05,0.41099999999999998,0.107,4559846.98728318,0,0,0,2020
10-21280001,2020-07-21 10:20:00,7.74,0.251,0.97499999999999998,8824172.16251721,0,0,0,2020
11-21280001,2020-07-28 10:15:00,8.31,0.23699999999999999,0.42399999999999999,5090541.33073185,0,0,0,2020
12-21280001,2020-08-04 11:20:00,8.13,0.33700000000000002,0.72599999999999998,2768779.04305115,0,0,0,2020
13-21280001,2020-08-11 10:00:00,7.96,0.34100000000000003,0.60799999999999998,4476772.4732992,0,0,0,2020
14-21280001,2020-08-17 11:30:00,7.96,0.32100000000000001,0.93200000000000005,1877167.54616457,0,0,0,2020
15-21280001,2020-08-25 11:15:00,8.28,0.20599999999999999,0.91100000000000003,2213666.02832335,0,0,0,2020
16-21280001,2020-09-01 12:00:00,7.73,0.308,1.139,2963580.29611151,0,0,0,2020
1-21350001,2020-05-20 09:00:00,8.02,0.25600000000000001,0.64300000000000002,39500757.6715325,0,0,0,2020
2-21350001,2020-05-27 14:00:00,8.11,0.41499999999999998,1.0249999999999999,12266782.5783553,0,0,0,2020
3-21350001,2020-06-03 14:00:00,8.08,0.20100000000000001,0.45,4107529.2673684,0,0,0,2020
4-21350001,2020-06-10 08:05:00,8.14,0.26300000000000001,1.0880000000000001,4975540.21441936,0,0,0,2020
5-21350001,2020-06-17 08:20:00,8.2,0.16700000000000001,5.7000000000000002E-2,3093029.20371177,0,0,0,2020
6-21350001,2020-06-24 08:20:00,7.48,0.34200000000000003,0.81799999999999995,4043791.60000137,0,0,0,2020
7-21350001,2020-06-30 08:45:00,7.87,0.26900000000000002,0.98399999999999999,9329844.45423955,0,0,0,2020
8-21350001,2020-07-08 08:00:00,7.89,0.14899999999999999,1.2949999999999999,1248356.09765825,5095.86061589936,0,0,2020
9-21350001,2020-07-14 08:10:00,8.01,0.36499999999999999,0.999,13373685.6588019,32030.3791633214,0,0,2020
10-21350001,2020-07-22 07:30:00,8.2,0.28299999999999997,1.464,2606222.22902948,44411.5887502307,0,0,2020
11-21350001,2020-07-29 12:30:00,NA,0.48799999999999999,1.9059999999999999,2488027.07265012,139743.77235039,0,0,2020
12-21350001,2020-08-05 08:45:00,8.11,0.29499999999999998,1.883,3254939.27626181,122604.339791495,0,0,2020
13-21350001,2020-08-12 07:45:00,8.22,0.35899999999999999,1.633,2560434.77586069,372508.250546225,0,0,2020
14-21350001,2020-08-19 06:00:00,8.51,0.39700000000000002,2.274,1546123.70634852,18328.5650685352,0,0,2020
15-21350001,2020-08-26 07:30:00,8.5,0.57899999999999996,1.87,2690249.05603447,298237.38148626,0,0,2020
16-21350001,2020-09-02 06:15:00,8.92,0.38800000000000001,1.74,2137591.74789893,123353.161975138,0,0,2020
1-21770001,2020-05-20 14:50:00,8.27,4.7E-2,1.069,5880570.9191205,0,0,0,2020
2-21770001,2020-05-27 14:00:00,8.27,7.4999999999999997E-2,1.069,14852953.7235402,0,0,0,2020
3-21770001,2020-06-03 14:30:00,8.27,0.13,0.93,6656738.86590649,0,0,0,2020
4-21770001,2020-06-10 13:00:00,8.3,0.28599999999999998,1.101,3991132.45262745,0,0,0,2020
5-21770001,2020-06-17 12:45:00,8.3,0.16200000000000001,0.61099999999999999,3859680.5345903,0,0,0,2020
6-21770001,2020-06-24 07:00:00,8.2,0.159,0.59899999999999998,7005453.60122497,0,0,0,2020
7-21770001,2020-06-29 14:10:00,8.46,0.124,0.89400000000000002,2743689.10631453,0,0,0,2020
8-21770001,2020-07-07 07:30:00,8.4,0.11,0.68300000000000005,6487440.68870654,143359.407633126,0,0,2020
9-21770001,2020-07-13 07:10:00,8.31,0.307,0.70399999999999996,4741659.15641081,0,0,0,2020
10-21770001,2020-07-20 07:45:00,8.4,0.29299999999999998,0.88800000000000001,12563573.5062515,0,0,0,2020
11-21770001,2020-07-27 14:50:00,8.71,0.41399999999999998,1.3120000000000001,2918236.17583335,0,0,58944.6754040009,2020
12-21770001,2020-08-03 08:10:00,NA,0.16700000000000001,1.363,3901603.2528137,0,0,0,2020
13-21770001,2020-08-10 16:00:00,8.33,0.221,1.3680000000000001,1546009.74792997,85860.8841400833,0,0,2020
14-21770001,2020-08-17 08:45:00,8.66,0.14099999999999999,1.504,4513695.41677873,0,0,0,2020
15-21770001,2020-08-24 08:00:00,8.91,0.125,1.236,3626053.41921303,0,0,0,2020
16-21770001,2020-08-31 07:00:00,8.65,0.33600000000000002,1.37,3581528.652254,0,0,0,2020
1-21940001,2020-05-19 09:05:00,8.2,-1E-3,0.48199999999999998,9050933.6635986,0,0,0,2020
2-21940001,2020-05-26 08:00:00,8.15,4.1000000000000002E-2,0.59199999999999997,7089813.51179839,0,0,0,2020
3-21940001,2020-06-02 08:00:00,7.94,9.2999999999999999E-2,-2.5999999999999999E-2,1970650.57596765,0,0,0,2020
4-21940001,2020-06-09 08:30:00,8.27,0.252,0.45700000000000002,1980972.47227969,0,0,0,2020
5-21940001,2020-06-16 10:15:00,8.2,0.223,0.439,1564107.25084465,0,0,0,2020
6-21940001,2020-06-23 13:15:00,8.3,-9.0999999999999998E-2,9.5000000000000001E-2,4802230.66542765,0,0,0,2020
7-21940001,2020-06-30 12:30:00,8.33,0.26900000000000002,0.33600000000000002,1242421.39554545,0,0,0,2020
8-21940001,2020-07-07 08:45:00,8.15,0.17499999999999999,0.64900000000000002,4035214.81728513,0,0,0,2020
9-21940001,2020-07-15 07:30:00,8.36,0.14599999999999999,0.77600000000000002,14447079.2536311,0,0,0,2020
10-21940001,2020-07-21 08:30:00,8.1,0.151,0.27200000000000002,5709767.43533881,0,0,0,2020
11-21940001,2020-07-28 08:40:00,8.31,0.219,1.1519999999999999,2064289.84429893,3584441.00817149,0,58292.2646269424,2020
12-21940001,2020-08-04 08:30:00,8.56,0.27,1.988,8183314.7955046,1980573.34054713,0,0,2020
13-21940001,2020-08-11 08:30:00,8.51,0.11,1.3660000000000001,2247145.06036798,570061.739219549,0,0,2020
14-21940001,2020-08-17 10:00:00,8.8,0.153,1.2030000000000001,4553775.45200355,0,0,0,2020
15-21940001,2020-08-24 09:30:00,8.89,0.13800000000000001,1.17,1701740.36058834,0,0,0,2020
16-21940001,2020-08-31 08:30:00,8.69,0.19500000000000001,2.125,3248460.59204198,0,0,0,2020
1-21170001,2020-05-20 14:00:00,8.43,0.19900000000000001,1.986,3365208.08129623,33526.0587181091,0,0,2020
2-21170001,2020-05-27 09:20:00,8.34,9.7000000000000003E-2,0.88700000000000001,14332414.8851068,40573.4275512848,0,0,2020
3-21170001,2020-06-03 11:15:00,8.14,5.6000000000000001E-2,0.72699999999999998,2978194.92118254,16194.667856074,0,0,2020
4-21170001,2020-06-10 10:10:00,8.31,0.23,1.2270000000000001,4207173.92710169,0,0,0,2020
5-21170001,2020-06-17 09:50:00,8.32,0.21,0.93600000000000005,2467258.14462381,21525.2226608176,0,5756.13529699425,2020
6-21170001,2020-06-24 09:50:00,8.52,0.16900000000000001,0.85599999999999998,6752266.52072027,181666.562880494,0,0,2020
7-21170001,2020-06-30 10:05:00,8.06,0.24199999999999999,0.81499999999999995,1869888.91877744,63697.4303848632,0,0,2020
8-21170001,2020-07-08 09:00:00,8.11,9.8000000000000004E-2,0.95499999999999996,5331446.65374404,202103.29156966,0,0,2020
9-21170001,2020-07-14 09:00:00,8.1,0.26,0.96699999999999997,8352757.32016159,445810.727475212,0,0,2020
10-21170001,2020-07-22 09:30:00,8.42,0.22800000000000001,1.32,9481133.77347524,301083.940608697,0,0,2020
11-21170001,2020-07-29 10:40:00,NA,0.34300000000000003,0.86599999999999999,3372132.67018133,315445.789357359,0,0,2020
12-21170001,2020-08-05 09:48:00,8.48,0.23499999999999999,1.0940000000000001,21056168.3765543,987669.522347774,0,0,2020
13-21170001,2020-08-12 09:30:00,8.41,0.222,1.006,3280359.2541754,446799.589795199,0,0,2020
14-21170001,2020-08-19 07:45:00,8.54,0.114,1.179,1703452.55806701,105511.872849845,0,0,2020
15-21170001,2020-08-26 09:00:00,8.71,7.9000000000000001E-2,1.0740000000000001,1993515.64609382,139586.111259697,0,0,2020
16-21170001,2020-09-02 08:00:00,8.91,0.12,1.637,1452766.14830419,78210.909197825,0,0,2020
1-21300005,2020-05-19 11:45:00,8.42,-2.9000000000000001E-2,0.54700000000000004,8539917.37075892,0,0,0,2020
2-21300005,2020-05-26 11:30:00,8.46,2.9000000000000001E-2,0.56899999999999995,7369183.77761345,0,0,0,2020
3-21300005,2020-06-02 11:30:00,8.5,4.5999999999999999E-2,0.64400000000000002,3241474.54582881,0,0,0,2020
4-21300005,2020-06-09 13:30:00,8.62,0.29799999999999999,0.79400000000000004,2903910.33049192,103109.955078398,0,0,2020
5-21300005,2020-06-16 12:00:00,8.61,0.186,0.85399999999999998,3658940.31406716,14899.0883218957,0,0,2020
6-21300005,2020-06-23 11:50:00,8.61,8.6999999999999994E-2,0.69199999999999995,5848961.60971783,70136.9950474344,0,0,2020
7-21300005,2020-06-29 09:50:00,8.3,0.72099999999999997,12.831,11728722.4945539,10477.5549941979,0,0,2020
8-21300005,2020-07-07 11:40:00,8.71,0.20200000000000001,0.76500000000000001,7804034.72905012,68280.83636085,0,0,2020
9-21300005,2020-07-14 06:30:00,8.6,0.23100000000000001,0.85,2634354.51600527,184965.188661438,0,0,2020
10-21300005,2020-07-21 09:45:00,NA,0.23799999999999999,0.88,3216844.17754085,151530.357581019,0,0,2020
11-21300005,2020-07-28 07:20:00,8.25,0.28999999999999998,0.72899999999999998,3477619.18819477,105519.583664127,0,0,2020
12-21300005,2020-08-03 06:30:00,8.6,0.28899999999999998,1.1439999999999999,3506102.98089419,44189.3949633711,0,0,2020
13-21300005,2020-08-10 08:55:00,NA,9.2999999999999999E-2,0.85699999999999998,1870040.20235323,0,0,0,2020
14-21300005,2020-08-18 08:45:00,NA,0.23300000000000001,0.93500000000000005,4101650.98424325,540067.530191728,0,0,2020
15-21300005,2020-08-25 08:00:00,8.25,0.121,1.6739999999999999,2376391.25378976,222738.695293035,0,0,2020
16-21300005,2020-09-02 10:00:00,8.7,0.13500000000000001,0.85899999999999999,1511559.90319412,146549.907033874,0,0,2020
1-21810001,2020-05-19 13:40:00,8.35,2.8000000000000001E-2,1.3460000000000001,9273979.0062712,0,0,0,2020
2-21810001,2020-05-26 12:15:00,8.45,0.122,1.571,8453125.90226565,107328.509945532,0,0,2020
3-21810001,2020-06-02 11:10:00,8.62,6.5000000000000002E-2,1.071,10143998.3516267,0,0,0,2020
4-21810001,2020-06-09 13:30:00,8.59,0.29699999999999999,1.522,4574559.04052592,96733.408165636,0,0,2020
5-21810001,2020-06-16 13:30:00,8.3,NA,NA,4984905.86995562,0,0,0,2020
6-21810001,2020-06-23 10:00:00,8.5,8.8999999999999996E-2,1.34,2832976.69311221,6767.5029922696,0,0,2020
7-21810001,2020-06-30 09:15:00,8.52,0.27700000000000002,1.4370000000000001,12453652.5394443,39940.2983630856,0,0,2020
8-21810001,2020-07-07 11:45:00,8.76,0.23200000000000001,1.835,2262819.0168261,7283.37486843304,0,0,2020
9-21810001,2020-07-15 11:10:00,NA,0.27800000000000002,1.7410000000000001,24555218.1233558,206556.052947861,0,0,2020
10-21810001,2020-07-21 11:40:00,8.51,0.29699999999999999,1.9490000000000001,6370613.76851739,0,0,0,2020
11-21810001,2020-07-28 12:30:00,8.59,0.30299999999999999,1.786,15528770.7551013,0,0,0,2020
12-21810001,2020-08-04 11:50:00,8.65,0.20399999999999999,1.7689999999999999,6694682.67710438,0,0,0,2020
13-21810001,2020-08-11 11:30:00,8.59,0.249,1.79,3823190.52463278,0,0,0,2020
15-21810001,2020-08-26 13:40:00,9.93,0.188,1.9039999999999999,2524517.44210687,0,0,0,2020
16-21810001,2020-09-01 13:31:00,8.86,0.22900000000000001,2.1909999999999998,5649313.8914812,0,0,0,2020
1-21300004,2020-05-19 15:20:00,8.49,-4.0000000000000001E-3,0.50700000000000001,10409928.0033173,0,0,0,2020
2-21300004,2020-05-26 14:15:00,8.47,4.9000000000000002E-2,0.54700000000000004,6859269.70738262,0,0,0,2020
3-21300004,2020-06-02 14:15:00,8.77,0.13900000000000001,1.337,3587838.55148244,0,0,0,2020
4-21300004,2020-06-09 16:15:00,8.55,0.437,1.4870000000000001,3404171.73394818,0,0,0,2020
5-21300004,2020-06-16 14:10:00,8.72,0.16600000000000001,0.55900000000000005,2036428.72430955,0,0,0,2020
6-21300004,2020-06-23 14:30:00,8.57,0.504,1.6839999999999999,5796662.43033153,0,0,0,2020
7-21300004,2020-06-29 13:40:00,8.3,0.247,0.67600000000000005,1906858.56917878,0,0,0,2020
8-21300004,2020-07-07 14:00:00,8.59,0.16900000000000001,0.81299999999999994,7452217.34621642,0,0,0,2020
9-21300004,2020-07-14 08:40:00,8.4,0.16700000000000001,0.80100000000000005,11035829.7865939,0,0,0,2020
10-21300004,2020-07-21 12:00:00,NA,0.14299999999999999,0.73599999999999999,4132592.16431134,0,0,0,2020
11-21300004,2020-07-28 09:20:00,8.3,0.39300000000000002,3.633,2284001.14388721,0,0,0,2020
12-21300004,2020-08-03 08:50:00,8.35,0.191,0.65700000000000003,2540970.08328695,182129.81161186,0,0,2020
13-21300004,2020-08-10 11:30:00,NA,0.108,0.622,1623551.82474498,147949.411297599,0,0,2020
14-21300004,2020-08-18 11:30:00,NA,0.17899999999999999,0.74,2312831.32657963,20091.4408837575,0,0,2020
15-21300004,2020-08-25 10:00:00,8.44,4.4999999999999998E-2,0.61499999999999999,1960904.92657178,0,0,0,2020
16-21300004,2020-09-02 12:30:00,8.6,8.7999999999999995E-2,0.624,1214667.38499043,0,0,0,2020
1-21070001,2020-05-19 10:15:00,8.54,0.111,0.97499999999999998,7284282.4316083,0,0,0,2020
2-21070001,2020-05-26 07:00:00,8.39,4.2999999999999997E-2,0.59799999999999998,10783944.2986665,14571.0312027576,0,0,2020
4-21070001,2020-06-09 08:30:00,8.68,0.31,1.036,1942220.06112356,0,0,0,2020
5-21070001,2020-06-16 09:30:00,8.65,0.14000000000000001,1.298,2377087.20594362,0,0,8484.98342570607,2020
6-21070001,2020-06-23 08:20:00,8.23,4.2999999999999997E-2,1.0780000000000001,0,0,0,6831.50705976487,2020
7-21070001,2020-06-30 08:20:00,8.89,0.25600000000000001,1.1619999999999999,1797047.79221587,25781.6954726078,0,0,2020
8-21070001,2020-07-06 08:15:00,8.93,0.28100000000000003,2.0699999999999998,7644553.47025932,347249.938560403,0,240543.308977761,2020
9-21070001,2020-07-13 08:30:00,9.06,0.23599999999999999,1.619,1653142.38934178,100198.837829314,0,214766.57162832,2020
10-21070001,2020-07-21 08:40:00,8.87,0.253,1.4279999999999999,13590534.8745009,27232.5489392763,0,153238.326508289,2020
11-21070001,2020-07-28 08:30:00,8.73,0.14000000000000001,1.4319999999999999,1540907.03560934,0,0,155676.976740932,2020
12-21070001,2020-08-04 09:50:00,8.56,0.14499999999999999,1.5960000000000001,5928640.78670517,148113.414737778,0,0,2020
13-21070001,2020-08-11 08:30:00,7.9,0.19800000000000001,1.2390000000000001,7357735.13978131,373975.545357028,0,0,2020
14-21070001,2020-08-17 09:30:00,8.52,0.128,1.1259999999999999,9314628.62447521,743295.112898943,0,0,2020
15-21070001,2020-08-25 09:45:00,8.68,0.14000000000000001,1.139,0,0,0,0,2020
16-21070001,2020-09-01 13:30:00,8.2,0.17199999999999999,1.202,2810772.90597422,0,0,0,2020
3-21070001,NA,8.59,9.0999999999999998E-2,0.94599999999999995,5193285.45450601,9917.88279372748,0,0,2020
1-21880001,2020-05-19 09:00:00,8.7,7.0999999999999994E-2,0.69199999999999995,17827673.1917026,19925.3081584912,0,0,2020
2-21880001,2020-05-26 09:00:00,8.7,9.8000000000000004E-2,1.1100000000000001,7164421.17539255,342673.213700434,0,0,2020
3-21880001,2020-06-02 09:00:00,8.35,0.14499999999999999,1.21,16747342.1608375,132632.410371898,0,0,2020
4-21880001,2020-06-09 07:50:00,8.78,0.23200000000000001,1.599,3340559.23652754,63151.5826570959,0,0,2020
5-21880001,2020-06-16 07:40:00,8.26,0.314,1.663,5115320.37384358,123757.10050652,0,0,2020
6-21880001,2020-06-23 07:45:00,8.45,0.378,1.3140000000000001,3902881.65823762,240516.331666917,0,0,2020
7-21880001,2020-06-29 08:00:00,8.45,0.49,1.367,9000304.99105099,1044396.26173313,0,0,2020
8-21880001,2020-07-07 08:00:00,9.71,0.41499999999999998,2.5680000000000001,3112102.93090167,150668.842551745,0,0,2020
9-21880001,2020-07-13 08:30:00,NA,0.39100000000000001,2.1539999999999999,29816278.4206443,510443.791355812,0,0,2020
10-21880001,2020-07-21 08:00:00,8.83,0.48899999999999999,1.911,5098688.60368367,575240.432425373,0,0,2020
11-21880001,2020-07-28 08:00:00,NA,0.64800000000000002,2.1440000000000001,4526253.74299348,0,0,176721.2027808,2020
12-21880001,2020-08-05 08:00:00,8.74,0.442,1.875,7995027.16761038,117661.182561615,0,146298.293515624,2020
13-21880001,2020-08-11 08:00:00,8.97,0.45100000000000001,1.405,5413418.59272578,0,0,333500.498854359,2020
14-21880001,2020-08-19 13:20:00,9.52,0.49099999999999999,1.9930000000000001,4087950.42420831,55131.1428128996,0,0,2020
15-21880001,2020-08-24 07:30:00,9.47,0.38500000000000001,1.8879999999999999,8159750.53238615,30984.5478670058,0,0,2020
16-21880001,2020-09-02 14:15:00,9.31,0.59799999999999998,2.948,3488202.83393289,38759.63009451,0,0,2020
1-21300001,2020-05-19 15:00:00,8.5,8.1000000000000003E-2,0.61699999999999999,1990927.78621271,0,0,0,2020
2-21300001,2020-05-26 13:30:00,7.98,0.23699999999999999,0.79600000000000004,5736281.70384996,0,0,0,2020
3-21300001,2020-06-02 13:45:00,8.68,0.122,1.3340000000000001,6627660.3093723,0,0,0,2020
4-21300001,2020-06-09 15:45:00,8.62,0.17399999999999999,0.98099999999999998,2225971.36327823,20447.8122201949,0,0,2020
5-21300001,2020-06-16 13:30:00,8.63,0.22900000000000001,0.70799999999999996,1543303.23808039,0,0,0,2020
6-21300001,2020-06-23 13:45:00,8.43,0.156,0.59899999999999998,1261520.80502602,0,0,0,2020
7-21300001,2020-06-29 13:00:00,8.3,0.111,0.52900000000000003,4686315.98353246,0,0,0,2020
8-21300001,2020-07-07 13:40:00,8.59,0.43099999999999999,2.9790000000000001,3781385.86416876,4884.99836101882,0,0,2020
9-21300001,2020-07-14 08:15:00,8.2,0.108,0.57499999999999996,6698696.56895347,27508.5021184342,0,0,2020
10-21300001,2020-07-21 11:30:00,NA,0.13300000000000001,0.73199999999999998,1998381.54026122,0,0,0,2020
11-21300001,2020-07-28 09:00:00,8.3,0.161,0.62,3741134.51654943,0,0,0,2020
12-21300001,2020-08-03 08:30:00,8.29,0.622,0.60299999999999998,2729316.47486332,0,0,0,2020
13-21300001,2020-08-10 11:00:00,NA,8.7999999999999995E-2,0.52300000000000002,2324153.33475102,0,0,0,2020
14-21300001,2020-08-18 10:55:00,NA,0.124,0.751,976847.358149773,16770.4249204173,0,0,2020
15-21300001,2020-08-25 09:30:00,8.2,0.20100000000000001,0.56799999999999995,1840475.36948857,0,0,0,2020
16-21300001,2020-09-02 12:15:00,8.47,0.188,0.629,1648023.04028952,0,0,0,2020
1-21040001,2020-05-18 10:00:00,7.9,6.8000000000000005E-2,0.75700000000000001,1517106.30847323,0,0,0,2020
2-21040001,2020-05-27 09:45:00,8.03,0.111,0.89700000000000002,7761943.50230507,37111.5930108808,0,0,2020
3-21040001,2020-06-01 08:45:00,8.06,0.14699999999999999,0.9,3002227.60851115,67117.8881479839,0,0,2020
4-21040001,2020-06-08 09:10:00,8.58,1.0840000000000001,0.95399999999999996,5735041.88147027,0,0,0,2020
5-21040001,2020-06-15 09:00:00,NA,0.19800000000000001,0.70599999999999996,1739712.82355075,6114.82510283296,0,0,2020
6-21040001,2020-06-22 09:00:00,8.43,0.183,0.88900000000000001,4388493.24459019,34998.4987746429,0,0,2020
7-21040001,2020-06-29 08:30:00,8.61,0.183,0.85299999999999998,3192049.24930646,24293.1960810865,0,0,2020
8-21040001,2020-07-06 08:50:00,9.25,0.28699999999999998,1.64,9061991.81157544,304993.711455437,0,0,2020
9-21040001,2020-07-14 09:00:00,9.15,0.248,1.1890000000000001,3278074.69052112,437559.53681205,0,0,2020
10-21040001,2020-07-20 09:30:00,9.01,0.24299999999999999,1.48,20671092.8336014,641367.269854683,0,0,2020
11-21040001,2020-07-27 08:45:00,8.85,0.26300000000000001,1.667,5221624.413228,583378.677783232,0,0,2020
12-21040001,2020-08-03 08:45:00,8.33,0.16400000000000001,0.92900000000000005,0,0,0,0,2020
13-21040001,2020-08-11 09:00:00,NA,0.24099999999999999,1.2410000000000001,3631574.71041434,64867.0137200965,0,0,2020
14-21040001,2020-08-18 09:30:00,8.45,0.10199999999999999,0.95599999999999996,1554085.34854687,0,0,0,2020
15-21040001,2020-08-25 09:30:00,NA,0.24199999999999999,1.278,847558.900211258,60342.2306453603,0,0,2020
16-21040001,2020-09-01 10:06:00,NA,0.245,0.78200000000000003,2107078.25930201,37744.7807416864,0,0,2020
1-21890001,2020-05-20 13:15:00,8.25,0.03,0.71599999999999997,4877180.43318507,0,0,0,2020
2-21890001,2020-05-27 13:00:00,8.27,5.3999999999999999E-2,0.65100000000000002,1973037.52136068,0,0,0,2020
3-21890001,2020-06-01 10:50:00,7.98,0.184,0.54300000000000004,1741364.32202421,0,0,0,2020
4-21890001,2020-06-08 10:00:00,8.13,0.29099999999999998,0.60399999999999998,2418922.48420078,0,0,0,2020
5-21890001,2020-06-15 10:15:00,8.29,0.20499999999999999,0.7,1354808.93905099,0,0,0,2020
6-21890001,2020-06-24 11:15:00,8.38,0.16200000000000001,0.95399999999999996,1817512.11320962,0,0,0,2020
7-21890001,2020-06-29 10:40:00,8.26,0.10199999999999999,0.63600000000000001,4629967.59784005,0,0,0,2020
8-21890001,2020-07-07 13:00:00,7.96,0.114,0.81599999999999995,4644391.13189203,0,0,0,2020
9-21890001,2020-07-13 11:30:00,7.87,0.18099999999999999,0.70199999999999996,8836172.91807222,0,0,0,2020
10-21890001,2020-07-20 12:30:00,8.57,0.124,0.61499999999999999,4711695.84456989,0,0,0,2020
11-21890001,2020-07-27 11:15:00,8.25,0.25900000000000001,0.52700000000000002,2395227.89296067,0,0,0,2020
12-21890001,2020-08-03 13:25:00,7.92,0.16400000000000001,0.56100000000000005,2523382.32694093,0,0,0,2020
13-21890001,2020-08-10 11:00:00,8.23,9.4E-2,0.51800000000000002,3245606.43124504,122867.907883497,0,0,2020
14-21890001,2020-08-17 09:15:00,8.16,0.13200000000000001,0.50600000000000001,3216102.21744535,0,0,0,2020
15-21890001,2020-08-26 09:00:00,NA,0.113,0.51,1288490.09881634,0,0,0,2020
16-21890001,2020-09-01 10:20:00,8.68,0.104,0.55100000000000005,1669980.22309829,0,0,0,2020
1-21910001,2020-05-20 07:20:00,8.22,1.9E-2,0.67300000000000004,16283447.6612491,0,0,0,2020
2-21910001,2020-05-27 07:00:00,8.27,0.1,0.80300000000000005,11321335.4078304,0,0,0,2020
3-21910001,2020-06-03 07:10:00,8.76,8.1000000000000003E-2,0.879,3843328.91445208,0,0,0,2020
4-21910001,2020-06-10 08:30:00,8.19,0.313,0.96399999999999997,3782459.24954197,0,0,0,2020
5-21910001,2020-06-17 08:15:00,8.3,0.223,0.751,1274799.59917359,0,0,0,2020
6-21910001,2020-06-24 08:30:00,8.15,0.17199999999999999,0.9,2637802.4148931,0,0,0,2020
7-21910001,2020-07-01 06:30:00,8.23,0.14499999999999999,0.86499999999999999,6660174.57510411,17622.7798340884,0,0,2020
8-21910001,2020-07-08 06:45:00,8.77,0.17799999999999999,1,2687454.25211603,0,0,0,2020
9-21910001,2020-07-15 07:00:00,8.62,0.24,1.0760000000000001,9112622.48799329,0,0,0,2020
10-21910001,2020-07-22 07:15:00,8.35,0.27500000000000002,0.999,3530067.46170907,0,0,0,2020
11-21910001,2020-07-29 07:20:00,8.79,0.215,1.08,3003818.70865997,0,0,0,2020
12-21910001,2020-08-05 07:00:00,8.31,0.39,1.125,7525890.73005643,0,0,0,2020
